,Book,Chapter,Verse,Original Text,Formatted Text
2219,Mosiah,22.0,11," And it came to pass that the people of king Limhi did depart by night into the wilderness with their flocks and their herds, and they went round about the land of Shilom in the wilderness, and bent their course towards the land of Zarahemla, being led by Ammon and his brethren.", and it came to pass that the people of king limhi did depart by night into the wilderness with their flocks and their herds  and they went round about the land of shilom in the wilderness  and bent their course towards the land of zarahemla  being led by ammon and his brethren 
2220,Mosiah,22.0,12," And they had taken all their gold, and silver, and their precious things, which they could carry, and also their provisions with them, into the wilderness; and they pursued their journey.", and they had taken all their gold  and silver  and their precious things  which they could carry  and also their provisions with them  into the wilderness  and they pursued their journey 
2221,Mosiah,22.0,13," And after being many days in the wilderness they arrived in the land of Zarahemla, and joined Mosiah's people, and became his subjects.", and after being many days in the wilderness they arrived in the land of zarahemla  and joined mosiah s people  and became his subjects 
2222,Mosiah,22.0,14," And it came to pass that Mosiah received them with joy; and he also received their records, and also the records which had been found by the people of Limhi.", and it came to pass that mosiah received them with joy  and he also received their records  and also the records which had been found by the people of limhi 
2223,Mosiah,22.0,15," And now it came to pass when the Lamanites had found that the people of Limhi had departed out of the land by night, that they sent an army into the wilderness to pursue them;", and now it came to pass when the lamanites had found that the people of limhi had departed out of the land by night  that they sent an army into the wilderness to pursue them 
2224,Mosiah,22.0,16," And after they had pursued them two days, they could no longer follow their tracks; therefore they were lost in the wilderness.", and after they had pursued them two days  they could no longer follow their tracks  therefore they were lost in the wilderness 
2225,Mosiah,23.0,1,"Now Alma, having been warned of the Lord that the armies of king Noah would come upon them, and having made it known to his people, therefore they gathered together their flocks, and took of their grain, and departed into the wilderness before the armies of king Noah.",now alma  having been warned of the lord that the armies of king noah would come upon them  and having made it known to his people  therefore they gathered together their flocks  and took of their grain  and departed into the wilderness before the armies of king noah 
2226,Mosiah,23.0,2,"And the Lord did strengthen them, that the people of king Noah could not overtake them to destroy them.",and the lord did strengthen them  that the people of king noah could not overtake them to destroy them 
2227,Mosiah,23.0,3,And they fled eight days' journey into the wilderness.,and they fled eight days  journey into the wilderness 
2228,Mosiah,23.0,4,"And they came to a land, yea, even a very beautiful and pleasant land, a land of pure water.",and they came to a land  yea  even a very beautiful and pleasant land  a land of pure water 
2229,Mosiah,23.0,5,"And they pitched their tents, and began to till the ground, and began to build buildings; yea, they were industrious, and did labor exceedingly.",and they pitched their tents  and began to till the ground  and began to build buildings  yea  they were industrious  and did labor exceedingly 
2230,Mosiah,23.0,6,"And the people were desirous that Alma should be their king, for he was beloved by his people.",and the people were desirous that alma should be their king  for he was beloved by his people 
2231,Mosiah,23.0,7,But he said unto them,but he said unto them
2232,Mosiah,23.0,8,"Nevertheless, if it were possible that ye could always have just men to be your kings it would be well for you to have a king.",nevertheless  if it were possible that ye could always have just men to be your kings it would be well for you to have a king 
2233,Mosiah,23.0,9,"But remember the iniquity of king Noah and his priests; and I myself was caught in a snare, and did many things which were abominable in the sight of the Lord, which caused me sore repentance;",but remember the iniquity of king noah and his priests  and i myself was caught in a snare  and did many things which were abominable in the sight of the lord  which caused me sore repentance 
2234,Mosiah,23.0,10," Nevertheless, after much tribulation, the Lord did hear my cries, and did answer my prayers, and has made me an instrument in his hands in bringing so many of you to a knowledge of his truth.", nevertheless  after much tribulation  the lord did hear my cries  and did answer my prayers  and has made me an instrument in his hands in bringing so many of you to a knowledge of his truth 
2235,Mosiah,23.0,11," Nevertheless, in this I do not glory, for I am unworthy to glory of myself.", nevertheless  in this i do not glory  for i am unworthy to glory of myself 
2236,Mosiah,23.0,12," And now I say unto you, ye have been oppressed by king Noah, and have been in bondage to him and his priests, and have been brought into iniquity by them; therefore ye were bound with the bands of iniquity.", and now i say unto you  ye have been oppressed by king noah  and have been in bondage to him and his priests  and have been brought into iniquity by them  therefore ye were bound with the bands of iniquity 
2237,Mosiah,23.0,13," And now as ye have been delivered by the power of God out of these bonds; yea, even out of the hands of king Noah and his people, and also from the bonds of iniquity, even so I desire that ye should stand fast in this liberty wherewith ye have been made free, and that ye trust no man to be a king over you.", and now as ye have been delivered by the power of god out of these bonds  yea  even out of the hands of king noah and his people  and also from the bonds of iniquity  even so i desire that ye should stand fast in this liberty wherewith ye have been made free  and that ye trust no man to be a king over you 
2238,Mosiah,23.0,14," And also trust no one to be your teacher nor your minister, except he be a man of God, walking in his ways and keeping his commandments.", and also trust no one to be your teacher nor your minister  except he be a man of god  walking in his ways and keeping his commandments 
2239,Mosiah,23.0,15," Thus did Alma teach his people, that every man should love his neighbor as himself, that there should be no contention among them.", thus did alma teach his people  that every man should love his neighbor as himself  that there should be no contention among them 
2240,Mosiah,23.0,16," And now, Alma was their high priest, he being the founder of their church.", and now  alma was their high priest  he being the founder of their church 
2241,Mosiah,23.0,17, And it came to pass that none received authority to preach or to teach except it were by him from God. Therefore he consecrated all their priests and all their teachers; and none were consecrated except they were just men., and it came to pass that none received authority to preach or to teach except it were by him from god  therefore he consecrated all their priests and all their teachers  and none were consecrated except they were just men 
2242,Mosiah,23.0,18," Therefore they did watch over their people, and did nourish them with things pertaining to righteousness.", therefore they did watch over their people  and did nourish them with things pertaining to righteousness 
2243,Mosiah,23.0,19, And it came to pass that they began to prosper exceedingly in the land; and they called the land Helam., and it came to pass that they began to prosper exceedingly in the land  and they called the land helam 
2244,Mosiah,23.0,20," And it came to pass that they did multiply and prosper exceedingly in the land of Helam; and they built a city, which they called the city of Helam.", and it came to pass that they did multiply and prosper exceedingly in the land of helam  and they built a city  which they called the city of helam 
2245,Mosiah,23.0,21," Nevertheless the Lord seeth fit to chasten his people; yea, he trieth their patience and their faith.", nevertheless the lord seeth fit to chasten his people  yea  he trieth their patience and their faith 
2246,Mosiah,23.0,22," Nevertheless--whosoever putteth his trust in him the same shall be lifted up at the last day. Yea, and thus it was with this people.", nevertheless  whosoever putteth his trust in him the same shall be lifted up at the last day  yea  and thus it was with this people 
2247,Mosiah,23.0,23," For behold, I will show unto you that they were brought into bondage, and none could deliver them but the Lord their God, yea, even the God of Abraham and Isaac and of Jacob.", for behold  i will show unto you that they were brought into bondage  and none could deliver them but the lord their god  yea  even the god of abraham and isaac and of jacob 
2248,Mosiah,23.0,24," And it came to pass that he did deliver them, and he did show forth his mighty power unto them, and great were their rejoicings.", and it came to pass that he did deliver them  and he did show forth his mighty power unto them  and great were their rejoicings 
2249,Mosiah,23.0,25," For behold, it came to pass that while they were in the land of Helam, yea, in the city of Helam, while tilling the land round about, behold an army of the Lamanites was in the borders of the land.", for behold  it came to pass that while they were in the land of helam  yea  in the city of helam  while tilling the land round about  behold an army of the lamanites was in the borders of the land 
2250,Mosiah,23.0,26," Now it came to pass that the brethren of Alma fled from their fields, and gathered themselves together in the city of Helam; and they were much frightened because of the appearance of the Lamanites.", now it came to pass that the brethren of alma fled from their fields  and gathered themselves together in the city of helam  and they were much frightened because of the appearance of the lamanites 
2251,Mosiah,23.0,27," But Alma went forth and stood among them, and exhorted them that they should not be frightened, but that they should remember the Lord their God and he would deliver them.", but alma went forth and stood among them  and exhorted them that they should not be frightened  but that they should remember the lord their god and he would deliver them 
2252,Mosiah,23.0,28," Therefore they hushed their fears, and began to cry unto the Lord that he would soften the hearts of the Lamanites, that they would spare them, and their wives, and their children.", therefore they hushed their fears  and began to cry unto the lord that he would soften the hearts of the lamanites  that they would spare them  and their wives  and their children 
2253,Mosiah,23.0,29, And it came to pass the the Lord did soften the hearts of the Lamanites. And Alma and his brethren went forth and delivered themselves up into their hands; and the Lamanites took possession of the land of Helam., and it came to pass the the lord did soften the hearts of the lamanites  and alma and his brethren went forth and delivered themselves up into their hands  and the lamanites took possession of the land of helam 
2254,Mosiah,23.0,30," Now the armies of the Lamanites, which had followed after the people of king Limhi, had been lost in the wilderness for many days.", now the armies of the lamanites  which had followed after the people of king limhi  had been lost in the wilderness for many days 
2255,Mosiah,23.0,31," And behold, they had found those priests of king Noah, in a place which they called Amulon; and they had begun to possess the land of Amulon and had begun to till the ground.", and behold  they had found those priests of king noah  in a place which they called amulon  and they had begun to possess the land of amulon and had begun to till the ground 
2256,Mosiah,23.0,32, Now the name of the leader of those priests was Amulon., now the name of the leader of those priests was amulon 
2257,Mosiah,23.0,33," And it came to pass that Amulon did plead with the Lamanites; and he also sent forth their wives, who were the daughters of the Lamanites, to plead with their brethren, that they should not destroy their husbands.", and it came to pass that amulon did plead with the lamanites  and he also sent forth their wives  who were the daughters of the lamanites  to plead with their brethren  that they should not destroy their husbands 
2258,Mosiah,23.0,34," And the Lamanites had compassion on Amulon and his brethren, and did not destroy them, because of their wives.", and the lamanites had compassion on amulon and his brethren  and did not destroy them  because of their wives 
2259,Mosiah,23.0,35," And Amulon and his brethren did join the Lamanites, and they were traveling in the wilderness in search of the land of Nephi when they discovered the land of Helam, which was possessed by Alma and his brethren.", and amulon and his brethren did join the lamanites  and they were traveling in the wilderness in search of the land of nephi when they discovered the land of helam  which was possessed by alma and his brethren 
2260,Mosiah,23.0,36," And it came to pass that the Lamanites promised unto Alma and his brethren, that if they would show them the way which led to the land of Nephi that they would grant unto them their lives and their liberty.", and it came to pass that the lamanites promised unto alma and his brethren  that if they would show them the way which led to the land of nephi that they would grant unto them their lives and their liberty 
2261,Mosiah,23.0,37," But after Alma had shown them the way that led to the land of Nephi the Lamanites would not keep their promise; but they set guards round about the land of Helam, over Alma and his brethren.", but after alma had shown them the way that led to the land of nephi the lamanites would not keep their promise  but they set guards round about the land of helam  over alma and his brethren 
2262,Mosiah,23.0,38," And the remainder of them went to the land of Nephi; and a part of them returned to the land of Helam, and also brought with them the wives and the children of the guards who had been left in the land.", and the remainder of them went to the land of nephi  and a part of them returned to the land of helam  and also brought with them the wives and the children of the guards who had been left in the land 
2263,Mosiah,23.0,39," And the king of the Lamanites had granted unto Amulon that he should be a king and a ruler over his people, who were in the land of Helam; nevertheless he should have no power to do anything contrary to the will of the king of the Lamanites.", and the king of the lamanites had granted unto amulon that he should be a king and a ruler over his people  who were in the land of helam  nevertheless he should have no power to do anything contrary to the will of the king of the lamanites 
2264,Mosiah,24.0,1,"And it came to pass that Amulon did gain favor in the eyes of the king of the Lamanites; therefore, the king of the Lamanites granted unto him and his brethren that they should be appointed teachers over his people, yea, even over the people who were in the land of Shemlon, and in the land of Shilom, and in the land of Amulon.",and it came to pass that amulon did gain favor in the eyes of the king of the lamanites  therefore  the king of the lamanites granted unto him and his brethren that they should be appointed teachers over his people  yea  even over the people who were in the land of shemlon  and in the land of shilom  and in the land of amulon 
2265,Mosiah,24.0,2,"For the Lamanites had taken possession of all these lands; therefore, the king of the Lamanites had appointed kings over all these lands.",for the lamanites had taken possession of all these lands  therefore  the king of the lamanites had appointed kings over all these lands 
2266,Mosiah,24.0,3,"And now the name of the king of the Lamanites was Laman, being called after the name of his father; and therefore he was called king Laman. And he was king over a numerous people.",and now the name of the king of the lamanites was laman  being called after the name of his father  and therefore he was called king laman  and he was king over a numerous people 
2267,Mosiah,24.0,4,And he appointed teachers of the brethren of Amulon in every land which was possessed by his people; and thus the language of Nephi began to be taught among all the people of the Lamanites.,and he appointed teachers of the brethren of amulon in every land which was possessed by his people  and thus the language of nephi began to be taught among all the people of the lamanites 
2268,Mosiah,24.0,5,"And they were a people friendly one with another; nevertheless they knew not God; neither did the brethren of Amulon teach them anything concerning the Lord their God, neither the law of Moses; nor did they teach them the words of Abinadi;",and they were a people friendly one with another  nevertheless they knew not god  neither did the brethren of amulon teach them anything concerning the lord their god  neither the law of moses  nor did they teach them the words of abinadi 
2269,Mosiah,24.0,6,"But they taught them that they should keep their record, and that they might write one to another.",but they taught them that they should keep their record  and that they might write one to another 
2270,Mosiah,24.0,7,"And thus the Lamanites began to increase in riches, and began to trade one with another and wax great, and began to be a cunning and a wise people, as to the wisdom of the world, yea, a very cunning people, delighting in all manner of wickedness and plunder, except it were among their own brethren.",and thus the lamanites began to increase in riches  and began to trade one with another and wax great  and began to be a cunning and a wise people  as to the wisdom of the world  yea  a very cunning people  delighting in all manner of wickedness and plunder  except it were among their own brethren 
2271,Mosiah,24.0,8,"And now it came to pass that Amulon began to exercise authority over Alma and his brethren, and began to persecute him, and cause that his children should persecute their children.",and now it came to pass that amulon began to exercise authority over alma and his brethren  and began to persecute him  and cause that his children should persecute their children 
2272,Mosiah,24.0,9,"For Amulon knew Alma, that he had been one of the king's priests, and that it was he that believed the words of Abinadi and was driven out before the king, and therefore he was wroth with him; for he was subject to king Laman, yet he exercised authority over them, and put tasks upon them, and put task-masters over them.",for amulon knew alma  that he had been one of the king s priests  and that it was he that believed the words of abinadi and was driven out before the king  and therefore he was wroth with him  for he was subject to king laman  yet he exercised authority over them  and put tasks upon them  and put task masters over them 
2273,Mosiah,24.0,10, And it came to pass that so great were their afflictions that they began to cry mightily to God., and it came to pass that so great were their afflictions that they began to cry mightily to god 
2274,Mosiah,24.0,11," And Amulon commanded them that they should stop their cries; and he put guards over them to watch them, that whosoever should be found calling upon God should be put to death.", and amulon commanded them that they should stop their cries  and he put guards over them to watch them  that whosoever should be found calling upon god should be put to death 
2275,Mosiah,24.0,12," And Alma and his people did not raise their voices to the Lord their God, but did pour out their hearts to him; and he did know the thoughts of their hearts.", and alma and his people did not raise their voices to the lord their god  but did pour out their hearts to him  and he did know the thoughts of their hearts 
2276,Mosiah,24.0,13," And it came to pass that the voice of the Lord came to them in their afflictions, saying", and it came to pass that the voice of the lord came to them in their afflictions  saying
2277,Mosiah,24.0,14," And I will also ease the burdens which are put upon your shoulders, that even you cannot feel them upon your backs, even while you are in bondage; and this will I do that ye may stand as witnesses for me hereafter, and that ye may know of a surety that I, the Lord God, do visit my people in their afflictions.", and i will also ease the burdens which are put upon your shoulders  that even you cannot feel them upon your backs  even while you are in bondage  and this will i do that ye may stand as witnesses for me hereafter  and that ye may know of a surety that i  the lord god  do visit my people in their afflictions 
2278,Mosiah,24.0,15," And now it came to pass that the burdens which were laid upon Alma and his brethren were made light; yea, the Lord did strengthen them that they could bear up their burdens with ease, and they did submit cheerfully and with patience to all the will of the Lord.", and now it came to pass that the burdens which were laid upon alma and his brethren were made light  yea  the lord did strengthen them that they could bear up their burdens with ease  and they did submit cheerfully and with patience to all the will of the lord 
2279,Mosiah,24.0,16," And it came to pass that so great was their faith and their patience that the voice of the Lord came unto them again, saying", and it came to pass that so great was their faith and their patience that the voice of the lord came unto them again  saying
2280,Mosiah,24.0,17, And he said unto Alma, and he said unto alma
2281,Mosiah,24.0,18," Now it came to pass that Alma and his people in the night-time gathered their flocks together, and also of their grain; yea, even all the night-time were they gathering the flocks together.", now it came to pass that alma and his people in the night time gathered their flocks together  and also of their grain  yea  even all the night time were they gathering the flocks together 
2282,Mosiah,24.0,19," And in the morning the Lord caused a deep sleep to come upon the Lamanites, yea, and all their task-masters were in a profound sleep.", and in the morning the lord caused a deep sleep to come upon the lamanites  yea  and all their task masters were in a profound sleep 
2283,Mosiah,24.0,20," And Alma and his people departed into the wilderness; and when they had traveled all day they pitched their tents in a valley, and they called the valley Alma, because he led their way in the wilderness.", and alma and his people departed into the wilderness  and when they had traveled all day they pitched their tents in a valley  and they called the valley alma  because he led their way in the wilderness 
2284,Mosiah,24.0,21," Yea, and in the valley of Alma they poured out their thanks to God because he had been merciful unto them, and eased their burdens, and had delivered them out of bondage; for they were in bondage, and none could deliver them except it were the Lord their God.", yea  and in the valley of alma they poured out their thanks to god because he had been merciful unto them  and eased their burdens  and had delivered them out of bondage  for they were in bondage  and none could deliver them except it were the lord their god 
2285,Mosiah,24.0,22," And they gave thanks to God, yea, all their men and all their women and all their children that could speak lifted their voices in the praises of their God.", and they gave thanks to god  yea  all their men and all their women and all their children that could speak lifted their voices in the praises of their god 
2286,Mosiah,24.0,23, And now the Lord said unto Alma, and now the lord said unto alma
2287,Mosiah,24.0,24," And it came to pass that they departed out of the valley, and took their journey into the wilderness.", and it came to pass that they departed out of the valley  and took their journey into the wilderness 
2288,Mosiah,24.0,25, And after they had been in the wilderness twelve days they arrived in the land of Zarahemla; and king Mosiah did also receive them with joy., and after they had been in the wilderness twelve days they arrived in the land of zarahemla  and king mosiah did also receive them with joy 
2289,Mosiah,25.0,1,And now king Mosiah caused that all the people should be gathered together.,and now king mosiah caused that all the people should be gathered together 
2290,Mosiah,25.0,2,"Now there were not so many of the children of Nephi, or so many of those who were descendants of Nephi, as there were of the people of Zarahemla, who was a descendant of Mulek, and those who came with him into the wilderness.",now there were not so many of the children of nephi  or so many of those who were descendants of nephi  as there were of the people of zarahemla  who was a descendant of mulek  and those who came with him into the wilderness 
2291,Mosiah,25.0,3,"And there were not so many of the people of Nephi and of the people of Zarahemla as there were of the Lamanites; yea, they were not half so numerous.",and there were not so many of the people of nephi and of the people of zarahemla as there were of the lamanites  yea  they were not half so numerous 
2292,Mosiah,25.0,4,"And now all the people of Nephi were assembled together, and also all the people of Zarahemla, and they were gathered together in two bodies.",and now all the people of nephi were assembled together  and also all the people of zarahemla  and they were gathered together in two bodies 
2293,Mosiah,25.0,5,"And it came to pass that Mosiah did read, and caused to be read, the records of Zeniff to his people; yea, he read the records of the people of Zeniff, from the time they left the land of Zarahemla until they returned again.",and it came to pass that mosiah did read  and caused to be read  the records of zeniff to his people  yea  he read the records of the people of zeniff  from the time they left the land of zarahemla until they returned again 
2294,Mosiah,25.0,6,"And he also read the account of Alma and his brethren, and all their afflictions, from the time they left the land of Zarahemla until the time they returned again.",and he also read the account of alma and his brethren  and all their afflictions  from the time they left the land of zarahemla until the time they returned again 
2295,Mosiah,25.0,7,"And now, when Mosiah had made an end of reading the records, his people who tarried in the land were struck with wonder and amazement.",and now  when mosiah had made an end of reading the records  his people who tarried in the land were struck with wonder and amazement 
2296,Mosiah,25.0,8,For they knew not what to think; for when they beheld those that had been delivered out of bondage they were filled with exceedingly great joy.,for they knew not what to think  for when they beheld those that had been delivered out of bondage they were filled with exceedingly great joy 
2297,Mosiah,25.0,9,"And again, when they thought of their brethren who had been slain by the Lamanites they were filled with sorrow, and even shed many tears of sorrow.",and again  when they thought of their brethren who had been slain by the lamanites they were filled with sorrow  and even shed many tears of sorrow 
2298,Mosiah,25.0,10," And again, when they thought of the immediate goodness of God, and his power in delivering Alma and his brethren out of the hands of the Lamanites and of bondage, they did raise their voices and give thanks to God.", and again  when they thought of the immediate goodness of god  and his power in delivering alma and his brethren out of the hands of the lamanites and of bondage  they did raise their voices and give thanks to god 
2299,Mosiah,25.0,11," And again, when they thought upon the Lamanites, who were their brethren, of their sinful and polluted state, they were filled with pain and anguish for the welfare of their souls.", and again  when they thought upon the lamanites  who were their brethren  of their sinful and polluted state  they were filled with pain and anguish for the welfare of their souls 
2300,Mosiah,25.0,12," And it came to pass that those who were the children of Amulon and his brethren, who had taken to wife the daughters of the Lamanites, were displeased with the conduct of their fathers, and they would no longer be called by the names of their fathers, therefore they took upon themselves the name of Nephi, that they might be called the children of Nephi and be numbered among those who were called Nephites.", and it came to pass that those who were the children of amulon and his brethren  who had taken to wife the daughters of the lamanites  were displeased with the conduct of their fathers  and they would no longer be called by the names of their fathers  therefore they took upon themselves the name of nephi  that they might be called the children of nephi and be numbered among those who were called nephites 
2301,Mosiah,25.0,13," And now all the people of Zarahemla were numbered with the Nephites, and this because the kingdom had been conferred upon none but those who were descendants of Nephi.", and now all the people of zarahemla were numbered with the nephites  and this because the kingdom had been conferred upon none but those who were descendants of nephi 
2302,Mosiah,25.0,14," And now it came to pass that when Mosiah had made an end of speaking and reading to the people, he desired that Alma should also speak to the people.", and now it came to pass that when mosiah had made an end of speaking and reading to the people  he desired that alma should also speak to the people 
2303,Mosiah,25.0,15," And Alma did speak unto them, when they were assembled together in large bodies, and he went from one body to another, preaching unto the people repentance and faith on the Lord.", and alma did speak unto them  when they were assembled together in large bodies  and he went from one body to another  preaching unto the people repentance and faith on the lord 
2304,Mosiah,25.0,16," And he did exhort the people of Limhi and his brethren, all those that had been delivered out of bondage, that they should remember that it was the Lord that did deliver them.", and he did exhort the people of limhi and his brethren  all those that had been delivered out of bondage  that they should remember that it was the lord that did deliver them 
2305,Mosiah,25.0,17," And it came to pass that after Alma had taught the people many things, and had made an end of speaking to them, that king Limhi was desirous that he might be baptized; and all his people were desirous that they might be baptized also.", and it came to pass that after alma had taught the people many things  and had made an end of speaking to them  that king limhi was desirous that he might be baptized  and all his people were desirous that they might be baptized also 
2306,Mosiah,25.0,18," Therefore, Alma did go forth into the water and did baptize them; yea, he did baptize them after the manner he did his brethren in the waters of Mormon; yea, and as many as he did baptize did belong to the church of God; and this because of their belief on the words of Alma.", therefore  alma did go forth into the water and did baptize them  yea  he did baptize them after the manner he did his brethren in the waters of mormon  yea  and as many as he did baptize did belong to the church of god  and this because of their belief on the words of alma 
2307,Mosiah,25.0,19, And it came to pass that king Mosiah granted unto Alma that he might establish churches throughout all the land of Zarahemla; and gave him power to ordain priests and teachers over every church., and it came to pass that king mosiah granted unto alma that he might establish churches throughout all the land of zarahemla  and gave him power to ordain priests and teachers over every church 
2308,Mosiah,25.0,20, Now this was done because there were so many people that they could not all be governed by one teacher; neither could they all hear the word of God in one assembly;, now this was done because there were so many people that they could not all be governed by one teacher  neither could they all hear the word of god in one assembly 
2309,Mosiah,25.0,21," Therefore they did assemble themselves together in different bodies, being called churches; every church having their priests and their teachers, and every priest preaching the word according as it was delivered to him by the mouth of Alma.", therefore they did assemble themselves together in different bodies  being called churches  every church having their priests and their teachers  and every priest preaching the word according as it was delivered to him by the mouth of alma 
2310,Mosiah,25.0,22," And thus, notwithstanding there being many churches they were all one church, yea, even the church of God; for there was nothing preached in all the churches except it were repentance and faith in God.", and thus  notwithstanding there being many churches they were all one church  yea  even the church of god  for there was nothing preached in all the churches except it were repentance and faith in god 
2311,Mosiah,25.0,23," And now there were seven churches in the land of Zarahemla. And it came to pass that whosoever were desirous to take upon them the name of Christ, or of God, they did join the churches of God;", and now there were seven churches in the land of zarahemla  and it came to pass that whosoever were desirous to take upon them the name of christ  or of god  they did join the churches of god 
2312,Mosiah,25.0,24," And they were called the people of God. And the Lord did pour out his Spirit upon them, and they were blessed, and prospered in the land.", and they were called the people of god  and the lord did pour out his spirit upon them  and they were blessed  and prospered in the land 
2313,Mosiah,26.0,1,"Now it came to pass that there were many of the rising generation that could not understand the words of king Benjamin, being little children at the time he spake unto his people; and they did not believe the tradition of their fathers.",now it came to pass that there were many of the rising generation that could not understand the words of king benjamin  being little children at the time he spake unto his people  and they did not believe the tradition of their fathers 
2314,Mosiah,26.0,2,"They did not believe what had been said concerning the resurrection of the dead, neither did they believe concerning the coming of Christ.",they did not believe what had been said concerning the resurrection of the dead  neither did they believe concerning the coming of christ 
2315,Mosiah,26.0,3,And now because of their unbelief they could not understand the word of God; and their hearts were hardened.,and now because of their unbelief they could not understand the word of god  and their hearts were hardened 
2316,Mosiah,26.0,4,"And they would not be baptized; neither would they join the church. And they were a separate people as to their faith, and remained so ever after, even in their carnal and sinful state; for they would not call upon the Lord their God.",and they would not be baptized  neither would they join the church  and they were a separate people as to their faith  and remained so ever after  even in their carnal and sinful state  for they would not call upon the lord their god 
2317,Mosiah,26.0,5,And now in the reign of Mosiah they were not half so numerous as the people of God; but because of the dissensions among the brethren they became more numerous.,and now in the reign of mosiah they were not half so numerous as the people of god  but because of the dissensions among the brethren they became more numerous 
2318,Mosiah,26.0,6,"For it came to pass that they did deceive many with their flattering words, who were in the church, and did cause them to commit many sins; therefore it became expedient that those who committed sin, that were in the church, should be admonished by the church.",for it came to pass that they did deceive many with their flattering words  who were in the church  and did cause them to commit many sins  therefore it became expedient that those who committed sin  that were in the church  should be admonished by the church 
2319,Mosiah,26.0,7,"And it came to pass that they were brought before the priests, and delivered up unto the priests by the teachers; and the priests brought them before Alma, who was the high priest.",and it came to pass that they were brought before the priests  and delivered up unto the priests by the teachers  and the priests brought them before alma  who was the high priest 
2320,Mosiah,26.0,8,Now king Mosiah had given Alma the authority over the church.,now king mosiah had given alma the authority over the church 
2321,Mosiah,26.0,9,"And it came to pass that Alma did not know concerning them; but there were many witnesses against them; yea, the people stood and testified of their iniquity in abundance.",and it came to pass that alma did not know concerning them  but there were many witnesses against them  yea  the people stood and testified of their iniquity in abundance 
2322,Mosiah,26.0,10," Now there had not any such thing happened before in the church; therefore Alma was troubled in his spirit, and he caused that they should be brought before the king.", now there had not any such thing happened before in the church  therefore alma was troubled in his spirit  and he caused that they should be brought before the king 
2323,Mosiah,26.0,11, And he said unto the king, and he said unto the king
2324,Mosiah,26.0,12, But king Mosiah said unto Alma, but king mosiah said unto alma
2325,Mosiah,26.0,13," And now the spirit of Alma was again troubled; and he went and inquired of the Lord what he should do concerning this matter, for he feared that he should do wrong in the sight of God.", and now the spirit of alma was again troubled  and he went and inquired of the lord what he should do concerning this matter  for he feared that he should do wrong in the sight of god 
2326,Mosiah,26.0,14," And it came to pass that after he had poured out his whole soul to God, the voice of the Lord came to him, saying", and it came to pass that after he had poured out his whole soul to god  the voice of the lord came to him  saying
2327,Mosiah,26.0,15," Blessed art thou, Alma, and blessed are they who were baptized in the waters of Mormon. Thou art blessed because of thy exceeding faith in the words alone of my servant Abinadi.", blessed art thou  alma  and blessed are they who were baptized in the waters of mormon  thou art blessed because of thy exceeding faith in the words alone of my servant abinadi 
2328,Mosiah,26.0,16, And blessed are they because of their exceeding faith in the words alone which thou hast spoken unto them., and blessed are they because of their exceeding faith in the words alone which thou hast spoken unto them 
2329,Mosiah,26.0,17," And blessed art thou because thou hast established a church among this people; and they shall be established, and they shall be my people.", and blessed art thou because thou hast established a church among this people  and they shall be established  and they shall be my people 
2330,Mosiah,26.0,18," Yea, blessed is this people who are willing to bear my name; for in my name shall they be called; and they are mine.", yea  blessed is this people who are willing to bear my name  for in my name shall they be called  and they are mine 
2331,Mosiah,26.0,19," And because thou hast inquired of me concerning the transgressor, thou art blessed.", and because thou hast inquired of me concerning the transgressor  thou art blessed 
2332,Mosiah,26.0,20," Thou art my servant; and I covenant with thee that thou shalt have eternal life; and thou shalt serve me and go forth in my name, and shalt gather together my sheep.", thou art my servant  and i covenant with thee that thou shalt have eternal life  and thou shalt serve me and go forth in my name  and shalt gather together my sheep 
2333,Mosiah,26.0,21," And he that will hear my voice shall be my sheep; and him shall ye receive into the church, and him will I also receive.", and he that will hear my voice shall be my sheep  and him shall ye receive into the church  and him will i also receive 
2334,Mosiah,26.0,22," For behold, this is my church; whosoever is baptized shall be baptized unto repentance. And whomsoever ye receive shall believe in my name; and him will I freely forgive.", for behold  this is my church  whosoever is baptized shall be baptized unto repentance  and whomsoever ye receive shall believe in my name  and him will i freely forgive 
2335,Mosiah,26.0,23, For it is I that taketh upon me the sins of the world; for it is I that hath created them; and it is I that granteth unto him that believeth unto the end a place at my right hand., for it is i that taketh upon me the sins of the world  for it is i that hath created them  and it is i that granteth unto him that believeth unto the end a place at my right hand 
2336,Mosiah,26.0,24," For behold, in my name are they called; and if they know me they shall come forth, and shall have a place eternally at my right hand.", for behold  in my name are they called  and if they know me they shall come forth  and shall have a place eternally at my right hand 
2337,Mosiah,26.0,25, And it shall come to pass that when the second trump shall sound then shall they that never knew me come forth and shall stand before me., and it shall come to pass that when the second trump shall sound then shall they that never knew me come forth and shall stand before me 
2338,Mosiah,26.0,26," And then shall they know that I am the Lord their God, that I am their Redeemer; but they would not be redeemed.", and then shall they know that i am the lord their god  that i am their redeemer  but they would not be redeemed 
2339,Mosiah,26.0,27, And then I will confess unto them that I never knew them; and they shall depart into everlasting fire prepared for the devil and his angels., and then i will confess unto them that i never knew them  and they shall depart into everlasting fire prepared for the devil and his angels 
2340,Mosiah,26.0,28," Therefore I say unto you, that he that will not hear my voice, the same shall ye not receive into my church, for him I will not receive at the last day.", therefore i say unto you  that he that will not hear my voice  the same shall ye not receive into my church  for him i will not receive at the last day 
