,Book,Chapter,Verse,Original Text,Formatted Text
31,CHAPTER III,1.0,9.0," Are booty for it; in its play with these It maddens man, beguiling, blinding him. Therefore, thou noblest child of Bharata! Govern thy heart! Constrain th' entangled sense! Resist the false, soft sinfulness which saps Knowledge and judgment! Yea, the world is strong, But what discerns it stronger, and the mind Strongest; and high o'er all the ruling Soul. Wherefore, perceiving Him who reigns supreme, Put forth full force of Soul in thy own soul! Fight! vanquish foes and doubts, dear Hero! slay What haunts thee in fond shapes, and would betray!", are booty for it  in its play with these it maddens man  beguiling  blinding him  therefore  thou noblest child of bharata  govern thy heart  constrain th  entangled sense  resist the false  soft sinfulness which saps knowledge and judgment  yea  the world is strong  but what discerns it stronger  and the mind strongest  and high o er all the ruling soul  wherefore  perceiving him who reigns supreme  put forth full force of soul in thy own soul  fight  vanquish foes and doubts  dear hero  slay what haunts thee in fond shapes  and would betray 
32,CHAPTER IV,1.0,1.0," Krishna. This deathless Yoga, this deep union, I taught Vivaswata, the Lord of Light; Vivaswata to Manu gave it; he To Ikshwaku; so passed it down the line Of all my royal Rishis. Then, with years, The truth grew dim and perished, noble Prince! Now once again to thee it is declared-- This ancient lore, this mystery supreme-- Seeing I find thee votary and friend.", krishna  this deathless yoga  this deep union  i taught vivaswata  the lord of light  vivaswata to manu gave it  he to ikshwaku  so passed it down the line of all my royal rishis  then  with years  the truth grew dim and perished  noble prince  now once again to thee it is declared   this ancient lore  this mystery supreme   seeing i find thee votary and friend 
33,CHAPTER IV,1.0,2.0," Arjuna. Thy birth, dear Lord, was in these later days, And bright Vivaswata's preceded time! How shall I comprehend this thing thou sayest, ""From the beginning it was I who taught?""", arjuna  thy birth  dear lord  was in these later days  and bright vivaswata s preceded time  how shall i comprehend this thing thou sayest   from the beginning it was i who taught  
34,CHAPTER IV,1.0,3.0," Krishna. Manifold the renewals of my birth Have been, Arjuna! and of thy births, too! But mine I know, and thine thou knowest not, O Slayer of thy Foes! Albeit I be Unborn, undying, indestructible, The Lord of all things living; not the less-- By Maya, by my magic which I stamp On floating Nature-forms, the primal vast-- I come, and go, and come. When Righteousness Declines, O Bharata! when Wickedness Is strong, I rise, from age to age, and take Visible shape, and move a man with men, Succouring the good, thrusting the evil back, And setting Virtue on her seat again.", krishna  manifold the renewals of my birth have been  arjuna  and of thy births  too  but mine i know  and thine thou knowest not  o slayer of thy foes  albeit i be unborn  undying  indestructible  the lord of all things living  not the less   by maya  by my magic which i stamp on floating nature forms  the primal vast   i come  and go  and come  when righteousness declines  o bharata  when wickedness is strong  i rise  from age to age  and take visible shape  and move a man with men  succouring the good  thrusting the evil back  and setting virtue on her seat again 
35,CHAPTER IV,1.0,4.0," Who knows the truth touching my births on earth And my divine work, when he quits the flesh Puts on its load no more, falls no more down To earthly birth: to Me he comes, dear Prince! Many there be who come! from fear set free, From anger, from desire; keeping their hearts Fixed upon me--my Faithful--purified By sacred flame of Knowledge. Such as these Mix with my being. Whoso worship me, Them I exalt; but all men everywhere Shall fall into my path; albeit, those souls Which seek reward for works, make sacrifice Now, to the lower gods. I say to thee Here have they their reward. But I am He Made the Four Castes, and portioned them a place After their qualities and gifts. Yea, I Created, the Reposeful; I that live Immortally, made all those mortal births: For works soil not my essence, being works Wrought uninvolved. Who knows me acting thus Unchained by action, action binds not him; And, so perceiving, all those saints of old Worked, seeking for deliverance. Work thou As, in the days gone by, thy fathers did.", who knows the truth touching my births on earth and my divine work  when he quits the flesh puts on its load no more  falls no more down to earthly birth  to me he comes  dear prince  many there be who come  from fear set free  from anger  from desire  keeping their hearts fixed upon me  my faithful  purified by sacred flame of knowledge  such as these mix with my being  whoso worship me  them i exalt  but all men everywhere shall fall into my path  albeit  those souls which seek reward for works  make sacrifice now  to the lower gods  i say to thee here have they their reward  but i am he made the four castes  and portioned them a place after their qualities and gifts  yea  i created  the reposeful  i that live immortally  made all those mortal births  for works soil not my essence  being works wrought uninvolved  who knows me acting thus unchained by action  action binds not him  and  so perceiving  all those saints of old worked  seeking for deliverance  work thou as  in the days gone by  thy fathers did 
36,CHAPTER IV,1.0,5.0," Thou sayst, perplexed, It hath been asked before By singers and by sages, ""What is act, And what inaction? ""I will teach thee this, And, knowing, thou shalt learn which work doth save Needs must one rightly meditate those three-- Doing,--not doing,--and undoing. Here Thorny and dark the path is! He who sees How action may be rest, rest action--he Is wisest 'mid his kind; he hath the truth! He doeth well, acting or resting. Freed In all his works from prickings of desire, Burned clean in act by the white fire of truth, The wise call that man wise; and such an one, Renouncing fruit of deeds, always content.", thou sayst  perplexed  it hath been asked before by singers and by sages   what is act  and what inaction   i will teach thee this  and  knowing  thou shalt learn which work doth save needs must one rightly meditate those three   doing   not doing   and undoing  here thorny and dark the path is  he who sees how action may be rest  rest action  he is wisest  mid his kind  he hath the truth  he doeth well  acting or resting  freed in all his works from prickings of desire  burned clean in act by the white fire of truth  the wise call that man wise  and such an one  renouncing fruit of deeds  always content 
37,CHAPTER IV,1.0,6.0," Always self-satisfying, if he works, Doth nothing that shall stain his separate soul, Which--quit of fear and hope--subduing self-- Rejecting outward impulse--yielding up To body's need nothing save body, dwells Sinless amid all sin, with equal calm Taking what may befall, by grief unmoved, Unmoved by joy, unenvyingly; the same In good and evil fortunes; nowise bound By bond of deeds. Nay, but of such an one, Whose crave is gone, whose soul is liberate, Whose heart is set on truth--of such an one What work he does is work of sacrifice, Which passeth purely into ash and smoke Consumed upon the altar! All's then God!", always self satisfying  if he works  doth nothing that shall stain his separate soul  which  quit of fear and hope  subduing self   rejecting outward impulse  yielding up to body s need nothing save body  dwells sinless amid all sin  with equal calm taking what may befall  by grief unmoved  unmoved by joy  unenvyingly  the same in good and evil fortunes  nowise bound by bond of deeds  nay  but of such an one  whose crave is gone  whose soul is liberate  whose heart is set on truth  of such an one what work he does is work of sacrifice  which passeth purely into ash and smoke consumed upon the altar  all s then god 
38,CHAPTER IV,1.0,7.0," The sacrifice is Brahm, the ghee and grain Are Brahm, the fire is Brahm, the flesh it eats Is Brahm, and unto Brahm attaineth he Who, in such office, meditates on Brahm. ", the sacrifice is brahm  the ghee and grain are brahm  the fire is brahm  the flesh it eats is brahm  and unto brahm attaineth he who  in such office  meditates on brahm  
39,CHAPTER IV,1.0,8.0," Some votaries there be who serve the gods With flesh and altar-smoke; but other some Who, lighting subtler fires, make purer rite With will of worship. Of the which be they Who, in white flame of continence, consume Joys of the sense, delights of eye and ear, Forgoing tender speech and sound of song: And they who, kindling fires with torch of Truth, Burn on a hidden altar-stone the bliss Of youth and love, renouncing happiness: And they who lay for offering there their wealth, Their penance, meditation, piety, Their steadfast reading of the scrolls, their lore Painfully gained with long austerities: And they who, making silent sacrifice, Draw in their breath to feed the flame of thought, And breathe it forth to waft the heart on high, Governing the ventage of each entering air Lest one sigh pass which helpeth not the soul: And they who, day by day denying needs, Lay life itself upon the altar-flame, Burning the body wan. Lo! all these keep The rite of offering, as if they slew Victims; and all thereby efface much sin.", some votaries there be who serve the gods with flesh and altar smoke  but other some who  lighting subtler fires  make purer rite with will of worship  of the which be they who  in white flame of continence  consume joys of the sense  delights of eye and ear  forgoing tender speech and sound of song  and they who  kindling fires with torch of truth  burn on a hidden altar stone the bliss of youth and love  renouncing happiness  and they who lay for offering there their wealth  their penance  meditation  piety  their steadfast reading of the scrolls  their lore painfully gained with long austerities  and they who  making silent sacrifice  draw in their breath to feed the flame of thought  and breathe it forth to waft the heart on high  governing the ventage of each entering air lest one sigh pass which helpeth not the soul  and they who  day by day denying needs  lay life itself upon the altar flame  burning the body wan  lo  all these keep the rite of offering  as if they slew victims  and all thereby efface much sin 
40,CHAPTER IV,1.0,9.0," Yea! and who feed on the immortal food Left of such sacrifice, to Brahma pass, To The Unending. But for him that makes No sacrifice, he hath nor part nor lot Even in the present world. How should he share Another, O thou Glory of thy Line? ", yea  and who feed on the immortal food left of such sacrifice  to brahma pass  to the unending  but for him that makes no sacrifice  he hath nor part nor lot even in the present world  how should he share another  o thou glory of thy line  
41,CHAPTER IV,1.0,10.0," In sight of Brahma all these offerings Are spread and are accepted! Comprehend That all proceed by act; for knowing this, Thou shalt be quit of doubt. The sacrifice Which Knowledge pays is better than great gifts Offered by wealth, since gifts' worth--O my Prince!", in sight of brahma all these offerings are spread and are accepted  comprehend that all proceed by act  for knowing this  thou shalt be quit of doubt  the sacrifice which knowledge pays is better than great gifts offered by wealth  since gifts  worth  o my prince 
42,CHAPTER IV,1.0,11.0," Lies in the mind which gives, the will that serves: And these are gained by reverence, by strong search, By humble heed of those who see the Truth And teach it. Knowing Truth, thy heart no more Will ache with error, for the Truth shall show All things subdued to thee, as thou to Me.", lies in the mind which gives  the will that serves  and these are gained by reverence  by strong search  by humble heed of those who see the truth and teach it  knowing truth  thy heart no more will ache with error  for the truth shall show all things subdued to thee  as thou to me 
43,CHAPTER IV,1.0,12.0," Moreover, Son of Pandu! wert thou worst Of all wrong-doers, this fair ship of Truth Should bear thee safe and dry across the sea Of thy transgressions. As the kindled flame Feeds on the fuel till it sinks to ash, So unto ash, Arjuna! unto nought The flame of Knowledge wastes works' dross away! There is no purifier like thereto In all this world, and he who seeketh it Shall find it--being grown perfect--in himself.", moreover  son of pandu  wert thou worst of all wrong doers  this fair ship of truth should bear thee safe and dry across the sea of thy transgressions  as the kindled flame feeds on the fuel till it sinks to ash  so unto ash  arjuna  unto nought the flame of knowledge wastes works  dross away  there is no purifier like thereto in all this world  and he who seeketh it shall find it  being grown perfect  in himself 
44,CHAPTER IV,1.0,13.0," Believing, he receives it when the soul Masters itself, and cleaves to Truth, and comes-- Possessing knowledge--to the higher peace, The uttermost repose. But those untaught, And those without full faith, and those who fear Are shent; no peace is here or other where, No hope, nor happiness for whoso doubts.", believing  he receives it when the soul masters itself  and cleaves to truth  and comes   possessing knowledge  to the higher peace  the uttermost repose  but those untaught  and those without full faith  and those who fear are shent  no peace is here or other where  no hope  nor happiness for whoso doubts 
45,CHAPTER IV,1.0,14.0," He that, being self-contained, hath vanquished doubt, Disparting self from service, soul from works, Enlightened and emancipate, my Prince! Works fetter him no more! Cut then atwain With sword of wisdom, Son of Bharata! This doubt that binds thy heart-beats! cleave the bond Born of thy ignorance! Be bold and wise! Give thyself to the field with me! Arise!", he that  being self contained  hath vanquished doubt  disparting self from service  soul from works  enlightened and emancipate  my prince  works fetter him no more  cut then atwain with sword of wisdom  son of bharata  this doubt that binds thy heart beats  cleave the bond born of thy ignorance  be bold and wise  give thyself to the field with me  arise 
46,CHAPTER V,1.0,1.0," Arjuna. Yet, Krishna! at the one time thou dost laud Surcease of works, and, at another time, Service through work. Of these twain plainly tell Which is the better way?", arjuna  yet  krishna  at the one time thou dost laud surcease of works  and  at another time  service through work  of these twain plainly tell which is the better way 
47,CHAPTER V,1.0,2.0," Krishna. To cease from works Is well, and to do works in holiness Is well; and both conduct to bliss supreme; But of these twain the better way is his Who working piously refraineth not.", krishna  to cease from works is well  and to do works in holiness is well  and both conduct to bliss supreme  but of these twain the better way is his who working piously refraineth not 
48,CHAPTER V,1.0,3.0," That is the true Renouncer, firm and fixed, Who--seeking nought, rejecting nought--dwells proof Against the ""opposites."" O valiant Prince! In doing, such breaks lightly from all deed: 'Tis the new scholar talks as they were two, This Sankhya and this Yoga: wise men know Who husbands one plucks golden fruit of both! The region of high rest which Sankhyans reach Yogins attain. Who sees these twain as one Sees with clear eyes! Yet such abstraction, Chief! Is hard to win without much holiness. Whoso is fixed in holiness, self-ruled, Pure-hearted, lord of senses and of self, Lost in the common life of all which lives-- A ""Yogayukt""--he is a Saint who wends Straightway to Brahm. Such an one is not touched By taint of deeds. ""Nought of myself I do!""", that is the true renouncer  firm and fixed  who  seeking nought  rejecting nought  dwells proof against the  opposites   o valiant prince  in doing  such breaks lightly from all deed   tis the new scholar talks as they were two  this sankhya and this yoga  wise men know who husbands one plucks golden fruit of both  the region of high rest which sankhyans reach yogins attain  who sees these twain as one sees with clear eyes  yet such abstraction  chief  is hard to win without much holiness  whoso is fixed in holiness  self ruled  pure hearted  lord of senses and of self  lost in the common life of all which lives   a  yogayukt   he is a saint who wends straightway to brahm  such an one is not touched by taint of deeds   nought of myself i do  
49,CHAPTER V,1.0,4.0," Thus will he think-who holds the truth of truths-- In seeing, hearing, touching, smelling; when He eats, or goes, or breathes; slumbers or talks, Holds fast or loosens, opes his eyes or shuts; Always assured ""This is the sense-world plays With senses.""He that acts in thought of Brahm, Detaching end from act, with act content, The world of sense can no more stain his soul Than waters mar th' enamelled lotus-leaf.", thus will he think who holds the truth of truths   in seeing  hearing  touching  smelling  when he eats  or goes  or breathes  slumbers or talks  holds fast or loosens  opes his eyes or shuts  always assured  this is the sense world plays with senses  he that acts in thought of brahm  detaching end from act  with act content  the world of sense can no more stain his soul than waters mar th  enamelled lotus leaf 
50,CHAPTER V,1.0,5.0," With life, with heart, with mind,-nay, with the help Of all five senses--letting selfhood go-- Yogins toil ever towards their souls' release. Such votaries, renouncing fruit of deeds, Gain endless peace: the unvowed, the passion-bound, Seeking a fruit from works, are fastened down. The embodied sage, withdrawn within his soul, At every act sits godlike in ""the town Which hath nine gateways,"" neither doing aught Nor causing any deed. This world's Lord makes Neither the work, nor passion for the work, Nor lust for fruit of work; the man's own self Pushes to these! The Master of this World Takes on himself the good or evil deeds Of no man--dwelling beyond! Mankind errs here By folly, darkening knowledge. But, for whom That darkness of the soul is chased by light, Splendid and clear shines manifest the Truth As if a Sun of Wisdom sprang to shed Its beams of dawn. Him meditating still, Him seeking, with Him blended, stayed on Him, The souls illuminated take that road Which hath no turning back--their sins flung off By strength of faith. [Who will may have this Light;", with life  with heart  with mind  nay  with the help of all five senses  letting selfhood go   yogins toil ever towards their souls  release  such votaries  renouncing fruit of deeds  gain endless peace  the unvowed  the passion bound  seeking a fruit from works  are fastened down  the embodied sage  withdrawn within his soul  at every act sits godlike in  the town which hath nine gateways   neither doing aught nor causing any deed  this world s lord makes neither the work  nor passion for the work  nor lust for fruit of work  the man s own self pushes to these  the master of this world takes on himself the good or evil deeds of no man  dwelling beyond  mankind errs here by folly  darkening knowledge  but  for whom that darkness of the soul is chased by light  splendid and clear shines manifest the truth as if a sun of wisdom sprang to shed its beams of dawn  him meditating still  him seeking  with him blended  stayed on him  the souls illuminated take that road which hath no turning back  their sins flung off by strength of faith   who will may have this light 
51,CHAPTER V,1.0,6.0," Who hath it sees.] To him who wisely sees, The Brahman with his scrolls and sanctities, The cow, the elephant, the unclean dog, The Outcast gorging dog's meat, are all one.", who hath it sees   to him who wisely sees  the brahman with his scrolls and sanctities  the cow  the elephant  the unclean dog  the outcast gorging dog s meat  are all one 
52,CHAPTER V,1.0,7.0," The world is overcome--aye! even here! By such as fix their faith on Unity. The sinless Brahma dwells in Unity, And they in Brahma. Be not over-glad Attaining joy, and be not over-sad Encountering grief, but, stayed on Brahma, still Constant let each abide! The sage whose soul Holds off from outer contacts, in himself Finds bliss; to Brahma joined by piety, His spirit tastes eternal peace. The joys Springing from sense-life are but quickening wombs Which breed sure griefs: those joys begin and end!", the world is overcome  aye  even here  by such as fix their faith on unity  the sinless brahma dwells in unity  and they in brahma  be not over glad attaining joy  and be not over sad encountering grief  but  stayed on brahma  still constant let each abide  the sage whose soul holds off from outer contacts  in himself finds bliss  to brahma joined by piety  his spirit tastes eternal peace  the joys springing from sense life are but quickening wombs which breed sure griefs  those joys begin and end 
53,CHAPTER V,1.0,8.0," The wise mind takes no pleasure, Kunti's Son! In such as those! But if a man shall learn, Even while he lives and bears his body's chain, To master lust and anger, he is blest!", the wise mind takes no pleasure  kunti s son  in such as those  but if a man shall learn  even while he lives and bears his body s chain  to master lust and anger  he is blest 
54,CHAPTER V,1.0,9.0," He is the Yukta; he hath happiness, Contentment, light, within: his life is merged In Brahma's life; he doth Nirvana touch! Thus go the Rishis unto rest, who dwell With sins effaced, with doubts at end, with hearts Governed and calm. Glad in all good they live, Nigh to the peace of God; and all those live Who pass their days exempt from greed and wrath, Subduing self and senses, knowing the Soul!", he is the yukta  he hath happiness  contentment  light  within  his life is merged in brahma s life  he doth nirvana touch  thus go the rishis unto rest  who dwell with sins effaced  with doubts at end  with hearts governed and calm  glad in all good they live  nigh to the peace of god  and all those live who pass their days exempt from greed and wrath  subduing self and senses  knowing the soul 
55,CHAPTER V,1.0,10.0," The Saint who shuts outside his placid soul All touch of sense, letting no contact through; Whose quiet eyes gaze straight from fixed brows, Whose outward breath and inward breath are drawn Equal and slow through nostrils still and close; That one-with organs, heart, and mind constrained, Bent on deliverance, having put away Passion, and fear, and rage;--hath, even now, Obtained deliverance, ever and ever freed. ", the saint who shuts outside his placid soul all touch of sense  letting no contact through  whose quiet eyes gaze straight from fixed brows  whose outward breath and inward breath are drawn equal and slow through nostrils still and close  that one with organs  heart  and mind constrained  bent on deliverance  having put away passion  and fear  and rage   hath  even now  obtained deliverance  ever and ever freed  
56,CHAPTER V,1.0,11.0," Yea! for he knows Me Who am He that heeds The sacrifice and worship, God revealed; And He who heeds not, being Lord of Worlds, Lover of all that lives, God unrevealed, Wherein who will shall find surety and shield!", yea  for he knows me who am he that heeds the sacrifice and worship  god revealed  and he who heeds not  being lord of worlds  lover of all that lives  god unrevealed  wherein who will shall find surety and shield 
57,CHAPTER VI,1.0,1.0," Krishna. Therefore, who doeth work rightful to do, Not seeking gain from work, that man, O Prince! Is Sanyasi and Yogi--both in one And he is neither who lights not the flame Of sacrifice, nor setteth hand to task. Regard as true Renouncer him that makes Worship by work, for who renounceth not Works not as Yogin. So is that well said: ""By works the votary doth rise to faith, And saintship is the ceasing from all works; Because the perfect Yogin acts--but acts Unmoved by passions and unbound by deeds, Setting result aside.", krishna  therefore  who doeth work rightful to do  not seeking gain from work  that man  o prince  is sanyasi and yogi  both in one and he is neither who lights not the flame of sacrifice  nor setteth hand to task  regard as true renouncer him that makes worship by work  for who renounceth not works not as yogin  so is that well said   by works the votary doth rise to faith  and saintship is the ceasing from all works  because the perfect yogin acts  but acts unmoved by passions and unbound by deeds  setting result aside 
58,CHAPTER VI,1.0,2.0," Let each man raise The Self by Soul, not trample down his Self, Since Soul that is Self's friend may grow Self's foe. Soul is Self's friend when Self doth rule o'er Self, But Self turns enemy if Soul's own self Hates Self as not itself.", let each man raise the self by soul  not trample down his self  since soul that is self s friend may grow self s foe  soul is self s friend when self doth rule o er self  but self turns enemy if soul s own self hates self as not itself 
59,CHAPTER VI,1.0,3.0," The sovereign soul Of him who lives self-governed and at peace Is centred in itself, taking alike Pleasure and pain; heat, cold; glory and shame. He is the Yogi, he is Yukta, glad With joy of light and truth; dwelling apart Upon a peak, with senses subjugate Whereto the clod, the rock, the glistering gold Show all as one. By this sign is he known Being of equal grace to comrades, friends, Chance-comers, strangers, lovers, enemies, Aliens and kinsmen; loving all alike, Evil or good. Sequestered should he sit, Steadfastly meditating, solitary, His thoughts controlled, his passions laid away, Quit of belongings. In a fair, still spot Having his fixed abode,--not too much raised, Nor yet too low,--let him abide, his goods A cloth, a deerskin, and the Kusa-grass.", the sovereign soul of him who lives self governed and at peace is centred in itself  taking alike pleasure and pain  heat  cold  glory and shame  he is the yogi  he is yukta  glad with joy of light and truth  dwelling apart upon a peak  with senses subjugate whereto the clod  the rock  the glistering gold show all as one  by this sign is he known being of equal grace to comrades  friends  chance comers  strangers  lovers  enemies  aliens and kinsmen  loving all alike  evil or good  sequestered should he sit  steadfastly meditating  solitary  his thoughts controlled  his passions laid away  quit of belongings  in a fair  still spot having his fixed abode   not too much raised  nor yet too low   let him abide  his goods a cloth  a deerskin  and the kusa grass 
60,CHAPTER VI,1.0,4.0," There, setting hard his mind upon The One, Restraining heart and senses, silent, calm, Let him accomplish Yoga, and achieve Pureness of soul, holding immovable Body and neck and head, his gaze absorbed Upon his nose-end, rapt from all around, Tranquil in spirit, free of fear, intent Upon his Brahmacharya vow, devout, Musing on Me, lost in the thought of Me.", there  setting hard his mind upon the one  restraining heart and senses  silent  calm  let him accomplish yoga  and achieve pureness of soul  holding immovable body and neck and head  his gaze absorbed upon his nose end  rapt from all around  tranquil in spirit  free of fear  intent upon his brahmacharya vow  devout  musing on me  lost in the thought of me 
61,CHAPTER VI,1.0,5.0," That Yojin, so devoted, so controlled, Comes to the peace beyond,--My peace, the peace Of high Nirvana! But for earthly needs Religion is not his who too much fasts Or too much feasts, nor his who sleeps away An idle mind; nor his who wears to waste His strength in vigils. Nay, Arjuna! call That the true piety which most removes Earth-aches and ills, where one is moderate In eating and in resting, and in sport; Measured in wish and act; sleeping betimes, Waking betimes for duty.", that yojin  so devoted  so controlled  comes to the peace beyond   my peace  the peace of high nirvana  but for earthly needs religion is not his who too much fasts or too much feasts  nor his who sleeps away an idle mind  nor his who wears to waste his strength in vigils  nay  arjuna  call that the true piety which most removes earth aches and ills  where one is moderate in eating and in resting  and in sport  measured in wish and act  sleeping betimes  waking betimes for duty 
62,CHAPTER VI,1.0,6.0," When the man, So living, centres on his soul the thought Straitly restrained--untouched internally By stress of sense--then is he Yukta. See! Steadfast a lamp burns sheltered from the wind; Such is the likeness of the Yogi's mind Shut from sense-storms and burning bright to Heaven.", when the man  so living  centres on his soul the thought straitly restrained  untouched internally by stress of sense  then is he yukta  see  steadfast a lamp burns sheltered from the wind  such is the likeness of the yogi s mind shut from sense storms and burning bright to heaven 
63,CHAPTER VI,1.0,7.0," When mind broods placid, soothed with holy wont; When Self contemplates self, and in itself Hath comfort; when it knows the nameless joy Beyond all scope of sense, revealed to soul-- Only to soul! and, knowing, wavers not, True to the farther Truth; when, holding this, It deems no other treasure comparable, But, harboured there, cannot be stirred or shook By any gravest grief, call that state ""peace,"" That happy severance Yoga; call that man The perfect Yogin!", when mind broods placid  soothed with holy wont  when self contemplates self  and in itself hath comfort  when it knows the nameless joy beyond all scope of sense  revealed to soul   only to soul  and  knowing  wavers not  true to the farther truth  when  holding this  it deems no other treasure comparable  but  harboured there  cannot be stirred or shook by any gravest grief  call that state  peace   that happy severance yoga  call that man the perfect yogin 
64,CHAPTER VI,1.0,8.0," Steadfastly the will Must toil thereto, till efforts end in ease, And thought has passed from thinking. Shaking off All longings bred by dreams of fame and gain, Shutting the doorways of the senses close With watchful ward; so, step by step, it comes To gift of peace assured and heart assuaged, When the mind dwells self-wrapped, and the soul broods Cumberless. But, as often as the heart Breaks--wild and wavering--from control, so oft Let him re-curb it, let him rein it back To the soul's governance; for perfect bliss Grows only in the bosom tranquillised, The spirit passionless, purged from offence, Vowed to the Infinite. He who thus vows His soul to the Supreme Soul, quitting sin, Passes unhindered to the endless bliss Of unity with Brahma. He so vowed, So blended, sees the Life-Soul resident In all things living, and all living things In that Life-Soul contained. And whoso thus Discerneth Me in all, and all in Me, I never let him go; nor looseneth he Hold upon Me; but, dwell he where he may, Whate'er his life, in Me he dwells and lives, Because he knows and worships Me, Who dwell In all which lives, and cleaves to Me in all.", steadfastly the will must toil thereto  till efforts end in ease  and thought has passed from thinking  shaking off all longings bred by dreams of fame and gain  shutting the doorways of the senses close with watchful ward  so  step by step  it comes to gift of peace assured and heart assuaged  when the mind dwells self wrapped  and the soul broods cumberless  but  as often as the heart breaks  wild and wavering  from control  so oft let him re curb it  let him rein it back to the soul s governance  for perfect bliss grows only in the bosom tranquillised  the spirit passionless  purged from offence  vowed to the infinite  he who thus vows his soul to the supreme soul  quitting sin  passes unhindered to the endless bliss of unity with brahma  he so vowed  so blended  sees the life soul resident in all things living  and all living things in that life soul contained  and whoso thus discerneth me in all  and all in me  i never let him go  nor looseneth he hold upon me  but  dwell he where he may  whate er his life  in me he dwells and lives  because he knows and worships me  who dwell in all which lives  and cleaves to me in all 
65,CHAPTER VI,1.0,9.0," Arjuna! if a man sees everywhere-- Taught by his own similitude--one Life, One Essence in the Evil and the Good, Hold him a Yogi, yea! well-perfected!", arjuna  if a man sees everywhere   taught by his own similitude  one life  one essence in the evil and the good  hold him a yogi  yea  well perfected 
66,CHAPTER VI,1.0,10.0," Arjuna. Slayer of Madhu! yet again, this Yog, This Peace, derived from equanimity, Made known by thee--I see no fixity Therein, no rest, because the heart of men Is unfixed, Krishna! rash, tumultuous, Wilful and strong. It were all one, I think, To hold the wayward wind, as tame man's heart.", arjuna  slayer of madhu  yet again  this yog  this peace  derived from equanimity  made known by thee  i see no fixity therein  no rest  because the heart of men is unfixed  krishna  rash  tumultuous  wilful and strong  it were all one  i think  to hold the wayward wind  as tame man s heart 
67,CHAPTER VI,1.0,11.0," Krishna. Hero long-armed! beyond denial, hard Man's heart is to restrain, and wavering; Yet may it grow restrained by habit, Prince! By wont of self-command. This Yog, I say, Cometh not lightly to th' ungoverned ones; But he who will be master of himself Shall win it, if he stoutly strive thereto.", krishna  hero long armed  beyond denial  hard man s heart is to restrain  and wavering  yet may it grow restrained by habit  prince  by wont of self command  this yog  i say  cometh not lightly to th  ungoverned ones  but he who will be master of himself shall win it  if he stoutly strive thereto 
68,CHAPTER VI,1.0,12.0," Arjuna. And what road goeth he who, having faith, Fails, Krishna! in the striving; falling back From holiness, missing the perfect rule? Is he not lost, straying from Brahma's light, Like the vain cloud, which floats 'twixt earth and heaven When lightning splits it, and it vanisheth? Fain would I hear thee answer me herein, Since, Krishna! none save thou can clear the doubt.", arjuna  and what road goeth he who  having faith  fails  krishna  in the striving  falling back from holiness  missing the perfect rule  is he not lost  straying from brahma s light  like the vain cloud  which floats  twixt earth and heaven when lightning splits it  and it vanisheth  fain would i hear thee answer me herein  since  krishna  none save thou can clear the doubt 
69,CHAPTER VI,1.0,13.0," Krishna. He is not lost, thou Son of Pritha! No! Nor earth, nor heaven is forfeit, even for him, Because no heart that holds one right desire Treadeth the road of loss! He who should fail, Desiring righteousness, cometh at death Unto the Region of the Just; dwells there Measureless years, and being born anew, Beginneth life again in some fair home Amid the mild and happy. It may chance He doth descend into a Yogin house On Virtue's breast; but that is rare! Such birth Is hard to be obtained on this earth, Chief! So hath he back again what heights of heart He did achieve, and so he strives anew To perfectness, with better hope, dear Prince! For by the old desire he is drawn on Unwittingly; and only to desire The purity of Yog is to pass Beyond the Sabdabrahm, the spoken Ved.", krishna  he is not lost  thou son of pritha  no  nor earth  nor heaven is forfeit  even for him  because no heart that holds one right desire treadeth the road of loss  he who should fail  desiring righteousness  cometh at death unto the region of the just  dwells there measureless years  and being born anew  beginneth life again in some fair home amid the mild and happy  it may chance he doth descend into a yogin house on virtue s breast  but that is rare  such birth is hard to be obtained on this earth  chief  so hath he back again what heights of heart he did achieve  and so he strives anew to perfectness  with better hope  dear prince  for by the old desire he is drawn on unwittingly  and only to desire the purity of yog is to pass beyond the sabdabrahm  the spoken ved 
70,CHAPTER VI,1.0,14.0," But, being Yogi, striving strong and long, Purged from transgressions, perfected by births Following on births, he plants his feet at last Upon the farther path. Such as one ranks Above ascetics, higher than the wise, Beyond achievers of vast deeds! Be thou Yogi Arjuna! And of such believe, Truest and best is he who worships Me With inmost soul, stayed on My Mystery!", but  being yogi  striving strong and long  purged from transgressions  perfected by births following on births  he plants his feet at last upon the farther path  such as one ranks above ascetics  higher than the wise  beyond achievers of vast deeds  be thou yogi arjuna  and of such believe  truest and best is he who worships me with inmost soul  stayed on my mystery 
71,CHAPTER VII,1.0,1.0," Krishna. Learn now, dear Prince! how, if thy soul be set Ever on Me--still exercising Yog, Still making Me thy Refuge--thou shalt come Most surely unto perfect hold of Me.", krishna  learn now  dear prince  how  if thy soul be set ever on me  still exercising yog  still making me thy refuge  thou shalt come most surely unto perfect hold of me 
